clientid,CUSTOMERNAME,PHONE,CONTACTLASTNAME,CONTACTFIRSTNAME
462,Signal Gift Stores,7025551838,King,Sue
51,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
203,Heintze Collectables,86 21 3555,Ibsen,Palle
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
45,Online Diecast Creations Co.,6035558647,Young,Valarie
188,Muscle Machine Inc,2125557413,Young,Jeff
113,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
418,Mini Caravy,88.60.1555,Citeaux,Frederique
188,Muscle Machine Inc,2125557413,Young,Jeff
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
143,Handji Gifts& Co,+65 224 1555,Victorino,Wendy
24,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
65,Motor Mint Distributors Inc.,2155559857,Hernandez,Rosa
162,Marseille Mini Autos,91.24.4555,Lebihan,Laurence
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
49,Collectables For Less Inc.,6175558555,Nelson,Allen
115,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
52,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
7,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
45,Online Diecast Creations Co.,6035558647,Young,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
24,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
462,Signal Gift Stores,7025551838,King,Sue
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
168,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
23,FunGiftIdeas.com,5085552555,Benitez,Violeta
65,Motor Mint Distributors Inc.,2155559857,Hernandez,Rosa
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3,Toys4GrownUps.com,6265557265,Young,Julie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
418,Mini Caravy,88.60.1555,Citeaux,Frederique
20,Salzburg Collectables,6562-9555,Pipps,Georg
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
20,Salzburg Collectables,6562-9555,Pipps,Georg
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
313,Boards & Toys Co.,3105552373,Young,Leslie
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
197,CAF Imports,+34 913 728 555,Fernandez,Jesus
109,Mini Creations Ltd.,5085559555,Tam,Wing C
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
12,Tekni Collectables Inc.,2015559350,Brown,William
0,Land of Toys Inc.,2125557818,Yu,Kwai
52,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
119,Petit Auto,(02) 5554 67,Dewey,Catherine
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
27,"Volvo Model Replicas, Co",0921-12 3555,Berglund,Christina
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
4,Corporate Gift Ideas Co.,6505551386,Brown,Julie
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
51,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
203,Heintze Collectables,86 21 3555,Ibsen,Palle
13,Gift Depot Inc.,2035552570,King,Julie
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
45,Online Diecast Creations Co.,6035558647,Young,Valarie
188,Muscle Machine Inc,2125557413,Young,Jeff
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
418,Mini Caravy,88.60.1555,Citeaux,Frederique
188,Muscle Machine Inc,2125557413,Young,Jeff
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
143,Handji Gifts& Co,+65 224 1555,Victorino,Wendy
24,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
23,FunGiftIdeas.com,5085552555,Benitez,Violeta
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
162,Marseille Mini Autos,91.24.4555,Lebihan,Laurence
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
49,Collectables For Less Inc.,6175558555,Nelson,Allen
4,Corporate Gift Ideas Co.,6505551386,Brown,Julie
51,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
7,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
168,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
9,Auto Canal Petit,(1) 47.55.6555,Perrier,Dominique
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
24,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
175,Online Mini Collectables,6175557555,Barajas,Miguel
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
177,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
168,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
27,"Volvo Model Replicas, Co",0921-12 3555,Berglund,Christina
65,Motor Mint Distributors Inc.,2155559857,Hernandez,Rosa
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
182,Suominen Souveniers,+358 9 8045 555,Suominen,Kalle
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
20,Salzburg Collectables,6562-9555,Pipps,Georg
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
20,Salzburg Collectables,6562-9555,Pipps,Georg
554,Gift Ideas Corp.,2035554407,Lewis,Dan
109,Mini Creations Ltd.,5085559555,Tam,Wing C
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
112,Alpha Cognac,61.77.6555,Roulet,Annette
113,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
115,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
37,Cambridge Collectables Co.,6175555555,Tseng,Kyung
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
49,Collectables For Less Inc.,6175558555,Nelson,Allen
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
567,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Donnermeyer,Michael
33,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1,Reims Collectables,26.47.1555,Henriot,Paul
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
483,"Australian Collectables, Ltd",61-9-3844-6555,Connery,Sean
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
51,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
203,Heintze Collectables,86 21 3555,Ibsen,Palle
13,Gift Depot Inc.,2035552570,King,Julie
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
45,Online Diecast Creations Co.,6035558647,Young,Valarie
188,Muscle Machine Inc,2125557413,Young,Jeff
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
418,Mini Caravy,88.60.1555,Citeaux,Frederique
188,Muscle Machine Inc,2125557413,Young,Jeff
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
143,Handji Gifts& Co,+65 224 1555,Victorino,Wendy
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
23,FunGiftIdeas.com,5085552555,Benitez,Violeta
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
20,Salzburg Collectables,6562-9555,Pipps,Georg
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
109,Mini Creations Ltd.,5085559555,Tam,Wing C
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
112,Alpha Cognac,61.77.6555,Roulet,Annette
113,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
115,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
0,Land of Toys Inc.,2125557818,Yu,Kwai
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
119,Petit Auto,(02) 5554 67,Dewey,Catherine
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
567,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Donnermeyer,Michael
33,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
27,"Volvo Model Replicas, Co",0921-12 3555,Berglund,Christina
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
162,Marseille Mini Autos,91.24.4555,Lebihan,Laurence
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
49,Collectables For Less Inc.,6175558555,Nelson,Allen
115,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
138,Mini Auto Werke,7675-3555,Mendel,Roland
7,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
45,Online Diecast Creations Co.,6035558647,Young,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
24,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
462,Signal Gift Stores,7025551838,King,Sue
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
168,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
23,FunGiftIdeas.com,5085552555,Benitez,Violeta
65,Motor Mint Distributors Inc.,2155559857,Hernandez,Rosa
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
182,Suominen Souveniers,+358 9 8045 555,Suominen,Kalle
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
418,Mini Caravy,88.60.1555,Citeaux,Frederique
20,Salzburg Collectables,6562-9555,Pipps,Georg
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
20,Salzburg Collectables,6562-9555,Pipps,Georg
554,Gift Ideas Corp.,2035554407,Lewis,Dan
109,Mini Creations Ltd.,5085559555,Tam,Wing C
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
5,Technics Stores Inc.,6505556809,Hirano,Juri
112,Alpha Cognac,61.77.6555,Roulet,Annette
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
63,Osaka Souveniers Co.,+81 06 6342 5555,Kentary,Mory
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
567,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Donnermeyer,Michael
71,Mini Classics,9145554562,Frick,Steve
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1,Reims Collectables,26.47.1555,Henriot,Paul
12,Tekni Collectables Inc.,2015559350,Brown,William
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
45,Online Diecast Creations Co.,6035558647,Young,Valarie
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
377,Signal Collectibles Ltd.,4155554312,Taylor,Sue
4,Corporate Gift Ideas Co.,6505551386,Brown,Julie
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
483,"Australian Collectables, Ltd",61-9-3844-6555,Connery,Sean
188,Muscle Machine Inc,2125557413,Young,Jeff
28,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Sommer,Mart¡n
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
258,Microscale Inc.,2125551957,Kuo,Kee
41,Amica Models & Co.,011-4988555,Accorti,Paolo
143,Handji Gifts& Co,+65 224 1555,Victorino,Wendy
374,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
462,Signal Gift Stores,7025551838,King,Sue
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
31,Classic Legends Inc.,2125558493,Hernandez,Maria
188,Muscle Machine Inc,2125557413,Young,Jeff
182,Suominen Souveniers,+358 9 8045 555,Suominen,Kalle
32,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
30,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
374,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
71,Mini Classics,9145554562,Frick,Steve
142,Diecast Collectables,6175552555,Franco,Valarie
196,"Clover Collections, Co.",+353 1862 1555,Cassidy,Dean
177,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
0,Land of Toys Inc.,2125557818,Yu,Kwai
15,Marta's Replicas Co.,6175558555,Hernandez,Marta
203,Heintze Collectables,86 21 3555,Ibsen,Palle
17,Baane Mini Imports,07-98 9555,Bergulfsen,Jonas
134,"La Corne D'abondance, Co.",(1) 42.34.2555,Bertrand,Marie
188,Muscle Machine Inc,2125557413,Young,Jeff
1,Reims Collectables,26.47.1555,Henriot,Paul
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
17,Baane Mini Imports,07-98 9555,Bergulfsen,Jonas
8,Mini Wheels Co.,6505555787,Murphy,Julie
28,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Sommer,Mart¡n
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
377,Signal Collectibles Ltd.,4155554312,Taylor,Sue
31,Classic Legends Inc.,2125558493,Hernandez,Maria
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
33,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
483,"Australian Collectables, Ltd",61-9-3844-6555,Connery,Sean
35,Canadian Gift Exchange Network,(604) 555-3392,Tannamuri,Yoshi
36,West Coast Collectables Co.,3105553722,Thompson,Steve
37,Cambridge Collectables Co.,6175555555,Tseng,Kyung
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
20,Salzburg Collectables,6562-9555,Pipps,Georg
41,Amica Models & Co.,011-4988555,Accorti,Paolo
937,Auto-Moto Classics Inc.,6175558428,Taylor,Leslie
43,Auto Assoc. & Cie.,30.59.8555,Tonini,Daniel
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
11,Vitachrome Inc.,2125551500,Frick,Michael
8,Mini Wheels Co.,6505555787,Murphy,Julie
28,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Sommer,Mart¡n
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
49,Collectables For Less Inc.,6175558555,Nelson,Allen
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
119,Petit Auto,(02) 5554 67,Dewey,Catherine
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3,Toys4GrownUps.com,6265557265,Young,Julie
5,Technics Stores Inc.,6505556809,Hirano,Juri
63,Osaka Souveniers Co.,+81 06 6342 5555,Kentary,Mory
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
13,Gift Depot Inc.,2035552570,King,Julie
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
196,"Clover Collections, Co.",+353 1862 1555,Cassidy,Dean
71,Mini Classics,9145554562,Frick,Steve
5,Technics Stores Inc.,6505556809,Hirano,Juri
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
554,Gift Ideas Corp.,2035554407,Lewis,Dan
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1,Reims Collectables,26.47.1555,Henriot,Paul
12,Tekni Collectables Inc.,2015559350,Brown,William
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
162,Marseille Mini Autos,91.24.4555,Lebihan,Laurence
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
49,Collectables For Less Inc.,6175558555,Nelson,Allen
4,Corporate Gift Ideas Co.,6505551386,Brown,Julie
51,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
6,Daedalus Designs Imports,20.16.1555,Rance,Martine
168,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
9,Auto Canal Petit,(1) 47.55.6555,Perrier,Dominique
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
9,Auto Canal Petit,(1) 47.55.6555,Perrier,Dominique
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
175,Online Mini Collectables,6175557555,Barajas,Miguel
171,"Vida Sport, Ltd",0897-034555,Holz,Michael
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
168,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
258,Microscale Inc.,2125551957,Kuo,Kee
65,Motor Mint Distributors Inc.,2155559857,Hernandez,Rosa
1,Reims Collectables,26.47.1555,Henriot,Paul
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
182,Suominen Souveniers,+358 9 8045 555,Suominen,Kalle
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
17,Baane Mini Imports,07-98 9555,Bergulfsen,Jonas
134,"La Corne D'abondance, Co.",(1) 42.34.2555,Bertrand,Marie
28,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Sommer,Mart¡n
5,Technics Stores Inc.,6505556809,Hirano,Juri
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
138,Mini Auto Werke,7675-3555,Mendel,Roland
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
374,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
142,Diecast Collectables,6175552555,Franco,Valarie
143,Handji Gifts& Co,+65 224 1555,Victorino,Wendy
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
38,Super Scale Inc.,2035559545,Murphy,Leslie
143,Handji Gifts& Co,+65 224 1555,Victorino,Wendy
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
18,Diecast Classics Inc.,2155551555,Yu,Kyung
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
15,Marta's Replicas Co.,6175558555,Hernandez,Marta
35,Canadian Gift Exchange Network,(604) 555-3392,Tannamuri,Yoshi
11,Vitachrome Inc.,2125551500,Frick,Michael
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
28,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Sommer,Mart¡n
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
52,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
0,Land of Toys Inc.,2125557818,Yu,Kwai
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3,Toys4GrownUps.com,6265557265,Young,Julie
5,Technics Stores Inc.,6505556809,Hirano,Juri
7,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
63,Osaka Souveniers Co.,+81 06 6342 5555,Kentary,Mory
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
13,Gift Depot Inc.,2035552570,King,Julie
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
15,Marta's Replicas Co.,6175558555,Hernandez,Marta
196,"Clover Collections, Co.",+353 1862 1555,Cassidy,Dean
71,Mini Classics,9145554562,Frick,Steve
18,Diecast Classics Inc.,2155551555,Yu,Kyung
0,Land of Toys Inc.,2125557818,Yu,Kwai
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
554,Gift Ideas Corp.,2035554407,Lewis,Dan
182,Suominen Souveniers,+358 9 8045 555,Suominen,Kalle
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
30,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
12,Tekni Collectables Inc.,2015559350,Brown,William
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
162,Marseille Mini Autos,91.24.4555,Lebihan,Laurence
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
3,Toys4GrownUps.com,6265557265,Young,Julie
4,Corporate Gift Ideas Co.,6505551386,Brown,Julie
51,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
6,Daedalus Designs Imports,20.16.1555,Rance,Martine
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
9,Auto Canal Petit,(1) 47.55.6555,Perrier,Dominique
6,Daedalus Designs Imports,20.16.1555,Rance,Martine
11,Vitachrome Inc.,2125551500,Frick,Michael
9,Auto Canal Petit,(1) 47.55.6555,Perrier,Dominique
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
175,Online Mini Collectables,6175557555,Barajas,Miguel
15,Marta's Replicas Co.,6175558555,Hernandez,Marta
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
